Application_ID,Applicant_ID,Business_Sector,Business_Location,Business_Age,Number_of_Employees,Annual_Revenue,Application_Date,Monthly_Income,Monthly_Expenses,Cash_Flow,Loan_Amount,Loan_Tenure,Existing_Debt,Collateral_Value,Debt_to_Income,DSCR,Credit_History,Previous_Default,Previous_Loan_Count,Previous_Late_Payment,Credit_Score,Application_Status,Rejection_Reason,Processing_Time,Default_Flag,Days_Past_Due,Repayment_Status
APP04869,SME04869,Trading,Barishal,5.2,3,844694,2025-09-28,22316,10970,11346,197000,60,137081,119888,0.66,3.46,5,0,2,0,654,Rejected,Insufficient collateral,6.1,NA,NA,NA
APP04870,SME04870,Trading,Dhaka,4,9,3860443,2024-11-15,74890,43606,31284,2169000,36,246790,3334899,1.08,0.52,2.8,0,1,1,611,Rejected,High debt-to-income,16.7,NA,NA,NA
APP04871,SME04871,Textiles,Khulna,4.3,12,5396919,2025-01-10,71677,37795,33882,1366000,12,1077257,1379869,2.84,0.3,3.9,0,3,0,614,Rejected,High debt-to-income,11.6,NA,NA,NA
APP04872,SME04872,Manufacturing,Barishal,2.2,10,1844333,2024-08-18,41676,34693,6983,1045000,36,581533,1031538,1.86,0.3,1.7,1,3,1,493,Rejected,Previous default record,4.7,NA,NA,NA
APP04873,SME04873,Manufacturing,Dhaka,4.1,5,926567,2024-03-31,13943,10149,3794,350000,60,327344,288368,2.37,0.65,3.2,0,0,0,611,Rejected,High debt-to-income,8.1,NA,NA,NA
APP04874,SME04874,Retail,Chattogram,5.2,15,2113933,2024-08-22,49166,39349,9817,817000,60,60313,815425,0.38,0.72,2.8,0,0,0,656,Rejected,Insufficient collateral,2.2,NA,NA,NA
APP04875,SME04875,Services,Khulna,3.2,7,5095044,2024-04-24,115652,78592,37060,1618000,48,41585,2001931,0.32,1.1,2.3,0,2,0,751,Approved,NA,13.3,0,0,Current
APP04876,SME04876,Trading,Khulna,2.8,3,2465586,2025-08-29,66921,36115,30806,1343000,12,129365,1124408,1.83,0.3,2.4,0,1,1,569,Rejected,Insufficient collateral,7.9,NA,NA,NA
APP04877,SME04877,Services,Dhaka,2.6,19,1934828,2024-02-19,56183,26188,29995,852000,48,222010,824246,0.65,1.69,2,0,0,0,612,Rejected,Insufficient collateral,3.8,NA,NA,NA
APP04878,SME04878,Retail,Rajshahi,4.6,3,2352744,2025-05-17,67435,50574,16861,1308000,24,87551,1722279,0.92,0.31,4.3,1,1,2,551,Rejected,Previous default record,5.4,NA,NA,NA
APP04879,SME04879,Agriculture,Chattogram,3,13,607651,2026-06-03,12889,10491,2398,140000,24,36760,213987,0.69,0.41,2.1,0,0,0,633,Rejected,Incomplete documentation,10.3,NA,NA,NA
APP04880,SME04880,Retail,Barishal,7.7,18,1338843,2025-10-05,28672,22603,6069,368000,48,556265,263769,1.88,0.79,6,0,3,1,614,Rejected,Insufficient collateral,7.5,NA,NA,NA
APP04881,SME04881,Services,Rajshahi,5.4,5,2747521,2024-12-12,53941,36791,17150,731000,12,125012,1047561,1.32,0.3,5.3,0,2,0,693,Rejected,High debt-to-income,11.5,NA,NA,NA
APP04882,SME04882,Services,Sylhet,2,13,1407271,2024-10-04,26626,20874,5752,700000,60,218877,454956,1.12,0.49,1.6,0,0,0,642,Rejected,Insufficient collateral,11.6,NA,NA,NA
APP04883,SME04883,Manufacturing,Barishal,4.3,3,4883672,2025-06-22,130722,106750,23972,1405000,12,179844,1271087,1.01,0.3,2.9,0,0,0,548,Rejected,Insufficient collateral,6.8,NA,NA,NA
APP04884,SME04884,Retail,Sylhet,3,4,453487,2026-04-07,7264,3333,3931,228000,60,61195,158874,1.23,1.03,2.3,0,2,1,576,Rejected,Insufficient collateral,4.5,NA,NA,NA
APP04885,SME04885,Services,Chattogram,10.4,14,586951,2026-04-19,11163,5742,5421,94000,60,663557,77404,5.09,3.46,8.6,0,8,1,638,Rejected,High debt-to-income,14.5,NA,NA,NA
APP04886,SME04886,Trading,Chattogram,10.8,2,1050192,2025-12-31,27393,11506,15887,622000,12,168549,564116,2.4,0.31,8,0,1,0,619,Rejected,High debt-to-income,19.4,NA,NA,NA
APP04887,SME04887,Manufacturing,Sylhet,4.1,3,1908036,2025-06-12,55079,35012,20067,842000,24,341425,1087023,1.15,0.57,3.6,0,2,0,657,Rejected,High debt-to-income,4.8,NA,NA,NA
APP04888,SME04888,Retail,Khulna,3.2,20,1388637,2025-07-31,34726,26469,8257,327000,12,101092,240053,1.03,0.3,1.7,0,3,0,577,Rejected,Insufficient collateral,3.5,NA,NA,NA
APP04889,SME04889,Trading,Chattogram,3.5,5,2186558,2026-01-04,45003,24840,20163,868000,60,293986,942480,0.87,1.39,2.8,0,2,1,568,Rejected,High debt-to-income,6.9,NA,NA,NA
APP04890,SME04890,Trading,Sylhet,5.1,15,3800951,2024-01-23,69751,37372,32379,1892000,24,51483,2256868,1.19,0.41,3.3,1,2,1,590,Rejected,Previous default record,9.2,NA,NA,NA
APP04891,SME04891,Services,Sylhet,8.1,5,2253538,2025-08-30,61384,34481,26903,646000,48,52335,844106,0.29,2,6.6,0,2,0,731,Approved,NA,1.9,0,0,Current
APP04892,SME04892,Trading,Chattogram,4,8,3148289,2025-05-21,63426,41248,22178,810000,48,114811,802526,0.42,1.31,2,0,0,0,649,Rejected,Insufficient collateral,2,NA,NA,NA
APP04893,SME04893,Manufacturing,Chattogram,2.5,10,370295,2026-01-29,7869,6050,1819,146000,36,140835,200153,2.01,0.45,2.3,0,0,0,562,Rejected,High debt-to-income,5.8,NA,NA,NA
APP04894,SME04894,Manufacturing,Rajshahi,9,8,2240170,2025-01-02,35850,28782,7068,1145000,48,117853,1479458,0.94,0.3,7.6,0,1,2,614,Rejected,High debt-to-income,12.4,NA,NA,NA
APP04895,SME04895,Retail,Chattogram,10.2,4,517286,2024-09-30,8608,6771,1837,148000,60,435701,107411,4.5,0.74,5.3,0,5,0,581,Rejected,High debt-to-income,6.2,NA,NA,NA
APP04896,SME04896,Trading,Khulna,3.5,14,3099359,2026-07-01,48344,23907,24437,1588000,48,288437,2140659,1.18,0.74,3.2,0,0,1,636,Rejected,High debt-to-income,11.7,NA,NA,NA
APP04897,SME04897,Trading,Barishal,3.8,3,3509217,2024-05-18,94846,71543,23303,891000,48,11137,953404,0.21,1.26,2.2,0,2,0,672,Rejected,Incomplete documentation,5.6,NA,NA,NA
APP04898,SME04898,Manufacturing,Chattogram,2.8,7,2067044,2025-06-24,37485,28325,9160,679000,48,107979,759184,0.62,0.65,2.6,0,2,1,611,Rejected,Incomplete documentation,8.7,NA,NA,NA
APP04899,SME04899,Agriculture,Dhaka,8.9,24,4405699,2025-07-06,81655,34408,47247,1343000,36,101944,1635944,0.56,1.27,6.5,0,4,0,721,Approved,NA,8.3,0,0,Current
APP04900,SME04900,Manufacturing,Sylhet,1.3,27,1534201,2025-05-25,22574,14680,7894,290000,36,85178,391848,0.67,0.98,1.1,1,2,3,558,Rejected,Previous default record,5.4,NA,NA,NA
APP04901,SME04901,Retail,Barishal,6.6,8,2618682,2024-03-02,44486,27413,17073,1434000,36,261404,889247,1.39,0.43,4.3,0,2,0,570,Rejected,Insufficient collateral,9.4,NA,NA,NA
APP04902,SME04902,Textiles,Khulna,1.8,29,6643823,2024-08-01,187282,113726,73556,1261000,60,727545,1466962,0.44,3.5,0.9,1,0,3,540,Rejected,Previous default record,2.8,NA,NA,NA
APP04903,SME04903,Retail,Chattogram,7,14,946884,2026-06-20,12613,9184,3429,287000,36,20413,249839,0.77,0.43,5.8,0,5,0,633,Rejected,Insufficient collateral,4.7,NA,NA,NA
APP04904,SME04904,Manufacturing,Dhaka,2.6,22,1674625,2025-06-11,39659,23510,16149,537000,48,36105,479982,0.36,1.44,2.2,0,2,0,673,Rejected,Insufficient collateral,5.4,NA,NA,NA
APP04905,SME04905,Retail,Khulna,1.9,9,1261466,2025-05-24,27160,17141,10019,362000,60,20320,278817,0.28,1.66,1.6,0,1,0,665,Rejected,Insufficient collateral,9.4,NA,NA,NA
APP04906,SME04906,Services,Barishal,6.2,4,2064775,2024-06-08,36779,21935,14844,808000,60,75455,651356,0.54,1.1,4.1,0,0,0,668,Approved,NA,8.3,0,0,Current
APP04907,SME04907,Retail,Sylhet,8.5,8,1908757,2025-12-15,30640,18409,12231,352000,60,151914,299488,0.6,2.08,7.7,0,6,0,699,Approved,NA,14.2,0,0,Current
APP04908,SME04908,Agriculture,Chattogram,6.8,3,2044030,2024-09-14,34331,26624,7707,880000,24,269281,968396,1.72,0.3,6.2,0,3,1,626,Rejected,High debt-to-income,8.3,NA,NA,NA
APP04909,SME04909,Services,Chattogram,1.8,16,1805702,2024-06-25,25176,19722,5454,654000,48,83585,863610,0.82,0.4,1.2,0,0,0,651,Rejected,High debt-to-income,2.3,NA,NA,NA
APP04910,SME04910,Services,Dhaka,7.2,4,1959623,2025-12-09,56128,40573,15555,907000,24,20759,626520,0.7,0.41,4,0,2,0,722,Rejected,Insufficient collateral,3.4,NA,NA,NA
APP04911,SME04911,Services,Dhaka,2.1,8,2870859,2024-11-23,78180,34979,43201,933000,48,82836,1333098,0.34,2.22,1.1,0,0,1,676,Approved,NA,9.4,0,0,Current
APP04912,SME04912,Retail,Khulna,16.4,3,1850047,2025-11-30,31505,19028,12477,893000,48,50119,1334271,0.72,0.67,11.1,1,5,2,639,Rejected,Previous default record,12.5,NA,NA,NA
APP04913,SME04913,Services,Khulna,2.6,3,1082128,2025-08-06,22654,14367,8287,311000,24,412577,405418,2.09,0.64,1.7,0,3,1,481,Rejected,High debt-to-income,10.5,NA,NA,NA
APP04914,SME04914,Retail,Sylhet,3.1,8,815418,2024-06-27,22559,12158,10401,486000,12,504543,614358,3.66,0.3,2.1,0,1,0,651,Rejected,High debt-to-income,10.2,NA,NA,NA
APP04915,SME04915,Trading,Chattogram,3.6,29,2966703,2025-08-13,62986,31262,31724,1020000,48,23445,883902,0.37,1.49,1.9,0,0,0,632,Rejected,Insufficient collateral,12.9,NA,NA,NA
APP04916,SME04916,Manufacturing,Khulna,4.4,4,1371634,2025-10-05,17292,9217,8075,272000,12,15794,368524,1.39,0.36,2.7,0,2,1,569,Rejected,High debt-to-income,6.9,NA,NA,NA
APP04917,SME04917,Trading,Rajshahi,2.2,10,1954033,2026-06-24,48122,28668,19454,597000,24,139020,568344,0.76,0.78,1.8,0,2,0,640,Rejected,Insufficient collateral,6,NA,NA,NA
APP04918,SME04918,Manufacturing,Rajshahi,7.5,1,718010,2024-07-25,13276,5424,7852,196000,48,162469,262463,1.33,1.92,4.6,1,5,3,527,Rejected,Previous default record,10.9,NA,NA,NA
APP04919,SME04919,Retail,Rajshahi,3.9,29,682266,2026-05-31,10231,4678,5553,225000,36,51420,232150,1.03,0.89,3.8,0,0,3,647,Rejected,High debt-to-income,4.5,NA,NA,NA
APP04920,SME04920,Manufacturing,Khulna,5.8,5,1372525,2025-12-22,31940,18974,12966,362000,24,1248250,409932,3.73,0.86,5.6,1,6,1,562,Rejected,High debt-to-income,8.6,NA,NA,NA
APP04921,SME04921,Retail,Barishal,2.8,7,1134394,2025-01-22,17583,11453,6130,316000,48,215874,212721,1.4,0.93,1.7,1,1,2,493,Rejected,Previous default record,13,NA,NA,NA
APP04922,SME04922,Trading,Chattogram,9.9,15,1067209,2024-10-27,16900,7706,9194,457000,36,50477,692922,1,0.72,9.6,0,4,0,709,Rejected,Incomplete documentation,5.2,NA,NA,NA
APP04923,SME04923,Retail,Sylhet,1.7,9,6697238,2024-05-21,167982,96845,71137,1794000,60,1664361,2821447,1,2.38,1.5,0,2,0,694,Rejected,High debt-to-income,14.4,NA,NA,NA
APP04924,SME04924,Services,Sylhet,6.3,3,1084095,2024-08-02,20868,8948,11920,508000,48,101878,771708,0.91,1.13,6.2,0,3,0,686,Rejected,High debt-to-income,3.3,NA,NA,NA
APP04925,SME04925,Trading,Barishal,7.8,8,1169162,2025-11-16,29826,19563,10263,405000,36,511692,276768,1.81,0.91,5.7,0,4,0,627,Rejected,Insufficient collateral,10.4,NA,NA,NA
APP04926,SME04926,Retail,Dhaka,5.8,18,896470,2025-12-17,25440,16241,9199,371000,24,140691,359066,1.07,0.6,2.9,1,1,1,550,Rejected,Previous default record,13.7,NA,NA,NA
APP04927,SME04927,Trading,Rajshahi,13.7,1,2580108,2025-03-17,42214,31968,10246,1467000,24,55298,2037656,1.56,0.3,8.4,0,6,1,712,Rejected,High debt-to-income,6.4,NA,NA,NA
APP04928,SME04928,Manufacturing,Chattogram,2.4,8,2852631,2026-04-25,59926,42288,17638,874000,36,626198,761949,1.28,0.73,1.8,0,0,1,583,Rejected,Insufficient collateral,11.6,NA,NA,NA
APP04929,SME04929,Trading,Dhaka,12.5,55,1377171,2026-07-16,34655,21880,12775,759000,36,21744,794090,0.66,0.61,11,0,4,0,688,Rejected,High debt-to-income,9.3,NA,NA,NA
APP04930,SME04930,Trading,Rajshahi,3.4,11,2478433,2026-04-21,50684,30597,20087,398000,48,1096135,629634,1.97,2.42,3.2,0,3,0,588,Rejected,High debt-to-income,9.2,NA,NA,NA
APP04931,SME04931,Textiles,Rajshahi,3.1,7,2158489,2025-04-27,56934,31698,25236,817000,36,2824593,1236613,4.53,1.11,2.5,0,1,1,573,Rejected,High debt-to-income,12.2,NA,NA,NA
APP04932,SME04932,Textiles,Sylhet,18.4,16,5092180,2025-04-15,107142,78766,28376,1973000,12,106948,1432405,1.62,0.3,17.9,0,8,1,688,Rejected,Insufficient collateral,6.4,NA,NA,NA
APP04933,SME04933,Services,Khulna,3,20,2889044,2025-10-15,56239,26014,30225,1316000,12,29978,2092910,1.99,0.3,2.3,0,0,0,616,Rejected,High debt-to-income,3,NA,NA,NA
APP04934,SME04934,Agriculture,Rajshahi,4.5,3,6069498,2024-07-08,167344,98172,69172,3197000,24,423846,4938760,1.01,0.52,2.4,0,0,0,641,Rejected,High debt-to-income,6.2,NA,NA,NA
APP04935,SME04935,Retail,Barishal,9,19,2496405,2025-10-26,57572,33680,23892,808000,36,466813,847855,1.07,1.06,4.6,0,3,1,723,Approved,NA,2.8,0,0,Current
APP04936,SME04936,Manufacturing,Barishal,1.9,2,1482256,2026-02-15,40320,34078,6242,681000,24,28340,600376,0.76,0.3,1.7,0,2,0,605,Rejected,Insufficient collateral,2.7,NA,NA,NA
APP04937,SME04937,Trading,Chattogram,11.2,6,823638,2025-02-07,20910,9179,11731,461000,12,101599,544029,2.24,0.31,8.2,0,7,0,639,Rejected,High debt-to-income,13,NA,NA,NA
APP04938,SME04938,Retail,Barishal,1.7,19,3833480,2025-03-15,85741,43659,42082,1864000,24,141364,1146336,1.04,0.54,1.7,0,1,1,603,Rejected,Insufficient collateral,1.8,NA,NA,NA
APP04939,SME04939,Retail,Dhaka,4.3,6,3704452,2025-01-19,92804,55139,37665,1687000,48,173285,2386912,0.53,1.07,3.9,0,2,1,628,Rejected,Incomplete documentation,9.1,NA,NA,NA
APP04940,SME04940,Trading,Rajshahi,8.7,4,14956437,2025-08-01,427022,288947,138075,8823000,24,13756,14053892,0.86,0.38,8.2,0,4,0,650,Approved,NA,14.8,0,0,Current
APP04941,SME04941,Services,Khulna,3.3,4,4891338,2026-03-28,85877,72517,13360,2813000,12,55977,2056503,2.78,0.3,1.7,1,1,1,576,Rejected,Previous default record,18,NA,NA,NA
APP04942,SME04942,Manufacturing,Khulna,1.2,16,2670437,2026-04-21,62759,50436,12323,1338000,48,61399,1563023,0.53,0.44,0.7,0,0,0,657,Rejected,Incomplete documentation,9.3,NA,NA,NA
APP04943,SME04943,Services,Khulna,3,11,1051047,2024-01-27,15665,8331,7334,378000,12,186014,336483,3,0.3,1.8,0,0,0,514,Rejected,High debt-to-income,7.9,NA,NA,NA
APP04944,SME04944,Services,Dhaka,11.7,14,1734893,2024-10-26,24005,16074,7931,785000,60,95949,860331,0.88,0.61,7.4,0,5,0,756,Rejected,High debt-to-income,8.3,NA,NA,NA
APP04945,SME04945,Manufacturing,Chattogram,2.5,8,3713957,2026-01-06,78361,36318,42043,592000,12,138064,590863,0.78,0.85,2.2,0,0,0,627,Approved,NA,12,0,0,Current
APP04946,SME04946,Retail,Barishal,1.5,7,602722,2026-08-25,11165,8913,2252,305000,24,45849,315842,1.48,0.3,1.4,0,3,0,661,Rejected,High debt-to-income,14.1,NA,NA,NA
APP04947,SME04947,Agriculture,Khulna,7.9,6,925882,2025-07-02,20579,8869,11710,160000,36,197865,144761,1.02,2.63,7.7,0,3,0,656,Rejected,Insufficient collateral,7.8,NA,NA,NA
APP04948,SME04948,Services,Khulna,6.4,6,2916317,2024-12-02,48129,23781,24348,1426000,24,197018,1794758,1.58,0.41,4.2,0,1,0,592,Rejected,High debt-to-income,14.1,NA,NA,NA
APP04949,SME04949,Trading,Khulna,20.1,9,4390026,2024-11-22,57690,32534,25156,812000,12,155442,609670,1.4,0.37,18.4,1,7,4,486,Rejected,Previous default record,4.4,NA,NA,NA
APP04950,SME04950,Textiles,Khulna,5.2,13,1412364,2024-10-22,18164,9312,8852,670000,60,67124,764126,0.92,0.79,4.8,0,4,0,680,Rejected,Incomplete documentation,8.8,NA,NA,NA
APP04951,SME04951,Trading,Rajshahi,10.1,5,2104149,2026-02-23,60049,26068,33981,803000,36,80168,1087054,0.48,1.52,8,0,4,0,673,Approved,NA,10.1,0,0,Current
APP04952,SME04952,Trading,Chattogram,1.4,10,4783495,2025-01-20,94471,75152,19319,1101000,12,80178,1066467,1.04,0.3,0.8,0,0,0,562,Rejected,Insufficient collateral,6.3,NA,NA,NA
APP04953,SME04953,Retail,Sylhet,1.3,7,1318842,2026-07-30,24133,17483,6650,250000,48,75768,168731,0.48,1.28,0.7,0,0,0,633,Rejected,Insufficient collateral,7.4,NA,NA,NA
APP04954,SME04954,Services,Sylhet,6.1,5,1729403,2025-02-13,44349,28752,15597,615000,24,13413,814579,0.6,0.61,3.1,1,3,1,597,Rejected,Previous default record,5.3,NA,NA,NA
APP04955,SME04955,Manufacturing,Chattogram,2.5,5,1279063,2025-04-22,32879,19429,13450,653000,24,27013,625286,0.9,0.49,1.4,0,0,1,562,Rejected,Insufficient collateral,4,NA,NA,NA
APP04956,SME04956,Textiles,Barishal,4.7,5,2944561,2026-05-09,44412,28022,16390,1126000,36,511920,1542920,1.66,0.52,2.7,1,1,1,557,Rejected,Previous default record,9.8,NA,NA,NA
APP04957,SME04957,Retail,Dhaka,2.1,5,1518108,2025-01-12,20118,14057,6061,794000,12,579051,1158469,5.69,0.3,1.3,1,3,4,506,Rejected,High debt-to-income,4.1,NA,NA,NA
APP04958,SME04958,Trading,Sylhet,7.1,7,1270456,2025-03-08,21685,16076,5609,242000,12,433791,325050,2.6,0.3,6.2,0,1,1,526,Rejected,High debt-to-income,17.2,NA,NA,NA
APP04959,SME04959,Agriculture,Chattogram,3.7,20,1271813,2024-12-24,36759,25735,11024,401000,60,38328,429053,0.27,1.65,3.6,1,2,2,612,Rejected,Previous default record,4.4,NA,NA,NA
APP04960,SME04960,Agriculture,Sylhet,11.9,26,1665116,2024-10-06,24686,19930,4756,753000,24,236394,711933,2.07,0.3,9.2,0,7,1,654,Rejected,High debt-to-income,8.5,NA,NA,NA
APP04961,SME04961,Trading,Rajshahi,7.6,11,1282584,2025-08-15,35076,14596,20480,436000,36,75375,411275,0.52,1.69,5.5,0,3,0,717,Approved,NA,9,0,0,Current
APP04962,SME04962,Trading,Sylhet,8.1,29,676938,2024-03-29,13165,7626,5539,318000,36,81521,264731,1.19,0.63,4.7,0,4,0,681,Rejected,Insufficient collateral,4.2,NA,NA,NA
APP04963,SME04963,Trading,Barishal,0.7,3,4106514,2025-01-05,110444,47513,62931,1743000,24,100038,1598852,0.73,0.87,0.6,1,0,3,603,Rejected,Previous default record,5.1,NA,NA,NA
APP04964,SME04964,Services,Sylhet,1.4,5,4021008,2025-01-11,57771,41924,15847,2277000,48,83312,3598376,0.94,0.33,1.1,0,1,0,624,Rejected,High debt-to-income,4.1,NA,NA,NA
APP04965,SME04965,Textiles,Khulna,1.9,3,2110920,2026-06-11,45694,33585,12109,446000,12,107133,405035,1.01,0.33,1.2,0,0,0,668,Rejected,Insufficient collateral,12.4,NA,NA,NA
APP04966,SME04966,Manufacturing,Barishal,2.5,11,848759,2025-11-05,24238,19941,4297,129000,48,87330,151083,0.41,1.6,2.2,1,1,5,490,Rejected,Previous default record,8.9,NA,NA,NA
APP04967,SME04967,Services,Chattogram,1,6,3362347,2026-06-13,55505,33656,21849,1592000,24,17688,2249963,1.22,0.33,0.7,0,0,0,615,Rejected,High debt-to-income,10.1,NA,NA,NA
APP04968,SME04968,Trading,Dhaka,1.4,2,2283715,2024-07-30,51877,38062,13815,921000,12,200923,1236060,1.8,0.3,1.3,0,1,0,603,Rejected,High debt-to-income,8.4,NA,NA,NA
APP04969,SME04969,Trading,Dhaka,8.7,11,6954319,2025-01-04,135101,108201,26900,3185000,48,171171,4628693,0.6,0.41,5.5,0,2,0,801,Approved,NA,11.8,0,0,Current
APP04970,SME04970,Trading,Rajshahi,6.1,7,2197128,2025-12-14,31670,19759,11911,688000,36,1099549,462342,3.5,0.62,5.1,1,4,5,515,Rejected,High debt-to-income,9.4,NA,NA,NA
APP04971,SME04971,Services,Dhaka,7.3,17,3288755,2024-11-18,83214,41976,41238,511000,24,337912,508457,0.59,1.94,5.3,1,5,4,555,Rejected,Previous default record,18.6,NA,NA,NA
APP04972,SME04972,Textiles,Dhaka,3.1,4,1407466,2024-03-31,21375,17354,4021,545000,48,112420,598949,0.97,0.35,2.6,0,0,0,617,Rejected,High debt-to-income,2.7,NA,NA,NA
APP04973,SME04973,Manufacturing,Chattogram,6.9,4,745996,2025-08-26,18832,12654,6178,255000,24,62344,376118,0.84,0.58,6.8,0,3,0,612,Rejected,High debt-to-income,4.3,NA,NA,NA
APP04974,SME04974,Manufacturing,Sylhet,5.3,3,568859,2026-02-21,15420,9587,5833,209000,36,217329,232109,1.55,1,4.3,0,4,0,617,Rejected,High debt-to-income,1.2,NA,NA,NA
APP04975,SME04975,Trading,Khulna,9.9,3,1486905,2024-06-27,39832,20757,19075,276000,48,325760,181764,0.83,3.32,5,0,3,2,683,Approved,NA,12.2,0,0,Current
APP04976,SME04976,Trading,Dhaka,1.7,3,6302178,2024-09-29,125518,97670,27848,1184000,60,57310,1001622,0.2,1.41,1.5,0,0,1,646,Rejected,Insufficient collateral,6.4,NA,NA,NA
APP04977,SME04977,Manufacturing,Sylhet,4.1,9,541560,2024-05-07,8855,4329,4526,151000,36,63301,204295,1.07,1.08,3.8,1,2,3,563,Rejected,Previous default record,3,NA,NA,NA
APP04978,SME04978,Textiles,Chattogram,8.6,17,2922657,2024-06-09,64425,36968,27457,1100000,36,1066737,1636768,1.85,0.9,4.7,0,2,0,683,Rejected,High debt-to-income,11.9,NA,NA,NA
APP04979,SME04979,Services,Chattogram,3.3,52,2124705,2025-09-02,37045,23539,13506,813000,24,269014,763856,1.52,0.4,1.9,1,0,1,524,Rejected,Previous default record,5.1,NA,NA,NA
APP04980,SME04980,Agriculture,Khulna,21.3,8,538802,2025-10-27,15519,10457,5062,98000,36,274819,137287,1.65,1.86,15,0,7,1,607,Rejected,High debt-to-income,3.4,NA,NA,NA
APP04981,SME04981,Trading,Dhaka,11,14,2048485,2025-12-09,43951,21784,22167,395000,48,71545,415053,0.32,2.69,8.9,0,3,0,749,Approved,NA,6.3,0,0,Current
APP04982,SME04982,Retail,Chattogram,1.3,14,1801110,2026-07-15,44181,36503,7678,964000,48,685595,703260,1.75,0.38,0.9,0,0,0,555,Rejected,Insufficient collateral,13.9,NA,NA,NA
APP04983,SME04983,Manufacturing,Dhaka,4,8,3598619,2025-01-07,56972,29753,27219,552000,12,102290,375113,0.96,0.59,3.5,0,4,0,627,Rejected,Insufficient collateral,12.9,NA,NA,NA
APP04984,SME04984,Services,Khulna,12.3,2,1295372,2024-02-08,33092,23767,9325,240000,60,135069,336746,0.46,2.33,12.3,0,6,1,659,Approved,NA,12.8,0,0,Current
APP04985,SME04985,Trading,Chattogram,3,9,1905593,2026-08-27,31907,18721,13186,471000,12,675161,459389,2.99,0.34,2,0,0,1,517,Rejected,High debt-to-income,5.3,NA,NA,NA
APP04986,SME04986,Manufacturing,Rajshahi,6.5,23,936495,2025-02-02,19682,9899,9783,205000,48,648140,196364,2.96,2.29,4.1,0,3,2,556,Rejected,High debt-to-income,5.2,NA,NA,NA
APP04987,SME04987,Services,Khulna,11.5,11,4686935,2025-08-24,71798,29333,42465,1220000,60,180797,1380574,0.49,2.09,7.4,0,5,0,703,Approved,NA,9,0,0,Current
APP04988,SME04988,Retail,Dhaka,4,6,692554,2026-04-18,9720,8043,1677,201000,24,33006,237312,1.14,0.3,3,0,0,0,595,Rejected,High debt-to-income,3.4,NA,NA,NA
APP04989,SME04989,Trading,Chattogram,10.5,7,1844262,2026-08-09,30432,12258,18174,485000,48,27087,757303,0.41,1.8,6.1,0,3,0,717,Approved,NA,9.1,0,0,Current
APP04990,SME04990,Retail,Dhaka,3.6,18,1460690,2024-08-19,31429,24482,6947,725000,48,81244,650889,0.7,0.46,1.9,0,0,1,663,Approved,NA,5.5,0,0,Current
APP04991,SME04991,Retail,Chattogram,7.5,5,857518,2024-07-27,15684,6764,8920,193000,60,153519,168603,1.02,2.77,7.4,0,0,0,724,Approved,NA,3.6,0,0,Current
APP04992,SME04992,Retail,Rajshahi,3.8,21,1847308,2026-03-29,48664,37609,11055,314000,12,45078,329560,0.61,0.42,3.1,0,1,1,632,Rejected,High debt-to-income,3.5,NA,NA,NA
APP04993,SME04993,Trading,Dhaka,3,1,2942120,2025-09-02,46281,29326,16955,1420000,48,1170302,1845355,2.75,0.57,1.7,0,0,0,478,Rejected,High debt-to-income,13.9,NA,NA,NA
APP04994,SME04994,Trading,Barishal,5,6,550689,2024-03-01,15931,13540,2391,226000,24,117107,252630,1.2,0.3,2.9,0,1,0,657,Rejected,High debt-to-income,1,NA,NA,NA
APP04995,SME04995,Services,Chattogram,7.9,7,1619137,2026-04-16,37501,17490,20011,507000,36,144290,783706,0.7,1.42,4.5,0,4,0,656,Rejected,Incomplete documentation,4.1,NA,NA,NA
APP04996,SME04996,Retail,Sylhet,1.6,10,1955358,2024-07-14,54848,25863,28985,859000,24,79845,807343,0.77,0.81,1.1,0,1,0,581,Rejected,Insufficient collateral,7.6,NA,NA,NA
APP04997,SME04997,Retail,Dhaka,5.5,12,1432287,2024-10-19,36958,24561,12397,502000,24,409807,484411,1.49,0.59,4.1,0,2,0,641,Rejected,Insufficient collateral,8.8,NA,NA,NA
APP04998,SME04998,Textiles,Khulna,10.4,3,4121100,2024-10-31,52738,38005,14733,785000,48,78398,1117909,0.43,0.9,8.1,0,2,0,699,Rejected,High debt-to-income,3.5,NA,NA,NA
APP04999,SME04999,Manufacturing,Chattogram,0.6,19,2551418,2024-01-14,38245,20322,17923,695000,12,211287,604470,1.97,0.31,0.4,0,0,0,635,Rejected,Insufficient collateral,8,NA,NA,NA
APP05000,SME05000,Trading,Barishal,7.5,21,1284459,2025-06-16,25615,12977,12638,296000,48,148242,269117,0.72,2.05,5.3,0,2,0,680,Rejected,Insufficient collateral,1,NA,NA,NA
APP05001,SME05001,Services,Khulna,4.6,9,1671348,2024-08-04,46662,30077,16585,269000,12,106433,316225,0.67,0.74,4.1,0,4,0,665,Rejected,Incomplete documentation,13.3,NA,NA,NA
APP05002,SME05002,Manufacturing,Chattogram,4.3,10,2122574,2026-01-19,33277,23314,9963,370000,60,256530,539777,0.83,1.62,2.6,0,2,1,627,Approved,NA,3.1,0,0,Current
APP05003,SME05003,Retail,Rajshahi,9,8,14905501,2025-10-14,358275,210888,147387,5693000,48,41028,7478949,0.34,1.24,6.9,1,1,0,652,Rejected,Previous default record,5.9,NA,NA,NA
